429 HD_28254_b 1.1614 1.06 2.14768 0.81
430 HD_81688_b 2.6907 2.1 0.811148 0
431 HD_210277_b 1.27275 0.986 1.13105 0.476
433 HR_8799_c 9.5 1.516 42.4842 0
434 XO-1_b 0.918464 1.027 0.049283 0
435 Kepler-20_d 0.0236865 0.912 0.345324 0
436 55_Cnc_b 0.801471 0.905 0.113377 0.004
437 HD_207832_b 0.564176 0.94 0.569755 0.13
438 WASP-55_b 0.571173 1.01 0.0532575 0
439 HD_33283_b 0.330171 1.24 0.145378 0.48
440 OGLE-TR-111_b 0.55 0.852 0.0468862 0
441 HD_10180_e 0.0797893 1.06 0.269917 0.065
442 55_Cnc_d 3.54451 0.905 5.47467 0.02
443 WASP-3_b 2.01184 1.22 0.0314948 0
444 HD_148156_b 0.847612 1.22 2.12913 0.52
445 TrES-5_b 1.7781 0.893 0.0245157 0
446 HD_222155_b 2.02633 1.13 5.13864 0.16
447 HD_73526_b 2.8556 1.014 0.646509 0.19
448 HD_117207_b 1.8189 1.031 3.73753 0.144
449 HD_121504_b 1.2223 1.18 0.328688 0.03
450 HD_156846_b 11.0076 1.43 1.11751 0.8472
451 Kepler-18_b 0.022 0.972 0.0447299 0
452 HR_8799_d 9.5 1.516 26.7553 0.1
453 HAT-P-23_b 2.09606 1.13 0.0231971 0.106
454 HD_224693_b 0.714594 1.33 0.192441 0.05
455 HD_158038_b 1.79425 1.65 1.49788 0.291
456 GJ_179_b 0.824243 0.357 2.41241 0.21
457 Kepler-68_c 0.015142 1.079 0.0907019 0
458 HD_143361_b 3.03499 0.95 2.03474 0.18
459 HD_155358_b 0.819484 0.87 0.626938 0.17
460 HD_192310_b 0.0531258 0.8 0.322307 0.13
461 upsilon_And_b 0.669277 1.31 0.0593858 0.013
462 HD_86081_b 1.49595 1.21 0.0346186 0.008
463 HD_109246_b 0.768085 1.01 0.328074 0.12
465 HD_128311_c 3.24848 0.828 1.74533 0.23
466 CoRoT-23_b 3.0853 1.14 0.0483417 0.16
467 WASP-39_b 0.284338 0.93 0.0485835 0
468 GJ_876_b 1.9469 0.32 0.208098 0.0324
469 HD_164509_b 0.480333 1.13 0.877542 0.26
470 HD_9446_b 0.698769 1 0.189213 0.2
471 HD_18742_b 2.71855 1.6 1.92734 0.12
472 HD_167042_b 1.69651 1.72 1.31709 0.089
473 HD_69830_b 0.0316488 0.849 0.0781916 0.1
474 Kepler-8_b 0.585742 1.213 0.0483278 0
475 HD_114762_b 11.6351 0.894578 0.362932 0.3354
476 61_Vir_c 0.0333747 0.942 0.216926 0.14
477 HD_45652_b 0.468448 0.83 0.227878 0.38
478 HAT-P-14_b 2.23603 1.386 0.0606258 0.107
479 WASP-66_b 2.31346 1.3 0.0546221 0
480 HD_73256_b 1.86902 1.05 0.0371348 0.029
481 6_Lyn_b 2.20888 1.82 2.18639 0.059
482 HD_180314_b 22.6261 2.6 1.45528 0.257
483 HD_17092_b 4.96206 2.3 1.30798 0.166
484 HIP_57274_b 0.0365708 0.73 0.0712798 0.187
485 HD_202206_b 16.8244 1.074 0.811776 0.435
486 WASP-5_b 1.62423 1.01 0.0271923 0
487 CoRoT-2_b 3.27527 0.97 0.0280884 0.0143
488 HD_108874_c 1.02837 0.95 2.72021 0.273039
489 HD_200964_c 0.892778 1.44 1.94439 0.181
490 HD_10180_h 0.206033 1.06 3.42452 0.151
491 HD_33142_b 1.32886 1.48 1.05802 0.12
492 HAT-P-20_b 7.28953 0.756 0.03616 0.015
493 HD_7924_b 0.0291185 0.832 0.0566409 0.17
494 CoRoT-5_b 0.462537 1 0.0496334 0.09
495 WASP-47_b 1.13646 1.084 0.0520112 0
496 Kepler-36_b 0.0140379 1.071 0.115423 0
497 HAT-P-35_b 1.05422 1.236 0.0497734 0.025
498 HD_99109_b 0.504198 0.94 1.10806 0.09
499 Kepler-5_b 2.11663 1.374 0.0506416 0
500 HD_10647_b 0.925037 1.095 2.02175 0.16
501 upsilon_And_c 1.91855 1.31 0.830445 0.223848
502 WASP-12_b 1.36063 1.28 0.0225329 0.049
503 HD_170469_b 0.668676 1.136 2.23538 0.11
504 HD_88133_b 0.299445 1.2 0.047174 0.133
505 HD_196885_b 2.9439 1.23 2.54171 0.48
506 24_Sex_b 1.64828 1.54 1.33782 0.184
