507 HD_190228_b 5.94193 1.821 2.60478 0.531
509 HD_181720_b 0.37199 0.92 1.84741 0.26
510 55_Cnc_c 0.164558 0.905 0.237305 0.07
511 HD_156411_b 0.736644 1.25 1.88048 0.22
512 HD_27894_b 0.617925 0.75 0.122117 0.049
513 HD_156279_b 9.7848 0.93 0.494507 0.708
514 61_Vir_d 0.0715929 0.942 0.474527 0.35
515 HD_179079_b 0.0837774 1.09 0.119635 0.115
517 WASP-4_b 1.22311 0.91 0.0230406 0
518 HD_4113_b 1.64829 0.99 1.27266 0.903
519 HD_330075_b 0.623724 0.7 0.0392074 0
520 HD_104985_b 6.55066 1.6 0.782553 0.09
521 HD_87883_b 1.75571 0.803 3.57648 0.53
522 HD_10180_g 0.0673813 1.06 1.42271 0
523 HD_66428_b 2.74962 1.061 3.14259 0.465
524 HD_52265_b 1.07139 1.17 0.499878 0.325
525 HD_16417_b 0.0669595 1.115 0.135435 0.2
526 Kepler-15_b 0.662431 1.018 0.0571382 0.133933
527 HD_205739_b 1.48708 1.22 0.894939 0.27
528 CoRoT-16_b 0.537982 1.098 0.0617874 0.33
529 HD_216770_b 0.646927 0.9 0.455837 0.37
530 HD_136418_b 1.9935 1.33 1.29111 0.255
532 HD_188015_b 1.46957 1.056 1.19018 0.137
533 WASP-59_b 0.859095 0.719 0.0696866 0.1
535 HAT-P-8_b 1.29336 1.28 0.0449613 0
536 WASP-15_b 0.542797 1.18 0.0499436 0
537 HD_10180_d 0.0376549 1.06 0.128581 0.143
538 HD_9446_c 1.81548 1 0.65375 0.06
539 XO-4_b 1.60254 1.32 0.05524 0
540 WASP-48_b 0.984236 1.19 0.034488 0
541 HD_37124_b 0.674371 0.85 0.533637 0.054
542 WASP-32_b 3.45362 1.07 0.0390315 0
543 OGLE-TR-211_b 0.757277 1.33 0.0512842 0
544 gamma_Cep_b 1.77171 1.59 2.13883 0.12
545 GJ_86_b 4.00104 0.796 0.114217 0.0416
546 HR_8799_e 7 1.516 14.5253 0
547 HD_8574_b 1.80603 1.122 0.757141 0.297
548 HD_82886_b 1.30477 1.06 1.58126 0.066
549 HD_179949_b 0.902075 1.181 0.0439208 0.022
551 HIP_14810_c 1.27518 0.99 0.545404 0.153155
552 HD_28678_b 1.71423 1.74 1.25067 0.168
553 Kepler-18_c 0.0544 0.972 0.0752115 0.000338541
554 CoRoT-8_b 0.216078 0.88 0.0633825 0
555 HD_96167_b 0.68457 1.31 1.34724 0.71
556 HD_43197_b 0.596868 0.96 0.918027 0.83
557 HD_37605_c 3.36552 1 3.81754 0.013
558 HD_183263_b 3.57445 1.121 1.49006 0.35672
559 WASP-23_b 0.872226 0.78 0.037022 0
560 11_Com_b 19.4336 2.7 1.29387 0.231
561 HD_145377_b 5.78201 1.12 0.450064 0.307
562 omicron_CrB_b 1.47736 2.13 0.826048 0.191
563 OGLE-TR-132_b 1.18 1.305 0.0303507 0
564 beta_Gem_b 2.68707 2 1.73458 0.02
565 Pr_201_b 0.540155 1.234 0.0565986 0
566 WASP-52_b 0.457165 0.87 0.0271336 0
567 47_UMa_b 2.54589 1.063 2.10149 0.032
568 HD_240210_b 7.28868 1.25 1.33364 0.15
569 HD_109749_b 0.27467 1.21 0.0629198 0
570 HD_45364_c 0.658513 0.82 0.897549 0.0974
571 WASP-50_b 1.47244 0.892 0.0294714 0.009
572 GJ_3470_b 0.0439877 0.541 0.0356123 0
573 HD_96127_b 4.00701 0.91 1.42112 0.3
574 HD_17156_b 3.30275 1.285 0.163197 0.6819
575 HD_16760_b 13.2921 0.78 1.08727 0.067
576 HD_30562_b 1.33254 1.277 2.34083 0.76
578 epsilon_CrB_b 6.75624 1.7 1.30723 0.11
579 omicron_UMa_b 4.09607 3.09 3.94973 0.13
580 TrES-2_b 1.20071 0.983 0.0355765 0
581 HD_102195_b 0.452799 0.87 0.0479747 0
582 HD_75289_b 0.46004 1.187 0.047858 0.034
583 HD_185269_b 0.954212 1.28 0.0765701 0.295952
584 WASP-7_b 0.919279 1.2 0.0604573 0
585 WASP-41_b 0.932493 0.95 0.0404959 0
586 BD_-10_3166_b 0.429903 0.92 0.0437823 0.019
587 HD_190360_b 1.53512 0.983 3.97285 0.313105
588 HAT-P-13_c 14.2696 1.22 1.22574 0.6616
589 GJ_317_b 1.17505 0.24 0.953818 0.193
590 HD_37605_b 2.80174 1 0.283337 0.6767
591 WASP-44_b 0.889836 0.951 0.0347371 0
592 CoRoT-12_b 0.91918 1.078 0.0401409 0.07
593 CoRoT-1_b 1.02979 0.95 0.0253191 0
594 HD_125612_c 0.0580667 1.1 0.0522124 0.27499
595 GJ_581_b 0.0499019 0.31 0.0406125 0.031
596 HD_102117_b 0.169756 1.083 0.152077 0.121
597 HD_189733_b 1.1436 0.806 0.0309953 0
598 HD_108863_b 2.55796 1.85 1.39761 0
599 HD_1502_b 3.08886 1.61 1.3112 0.101
600 HD_142022_b 4.46762 0.9 2.93163 0.53
601 HD_212771_b 2.25208 1.15 1.06369 0.111
602 HD_134987_b 1.56347 1.054 0.807929 0.233
603 HD_187123_c 1.9422 1.037 4.83146 0.252086
604 HD_101930_b 0.299187 0.74 0.302019 0.11
606 HD_131664_b 18.3282 1.1 3.17098 0.638
607 HIP_57050_b 0.297735 0.34 0.163506 0.314
608 WASP-67_b 0.41931 0.87 0.0517914 0
609 HD_147018_c 6.59355 0.927 1.92274 0.133
610 HD_92788_b 3.56392 1.078 0.951142 0.334
611 HAT-P-12_b 0.210804 0.73 0.0383737 0
612 HD_154857_b 2.33267 1.718 1.29206 0.47
613 HD_163607_b 0.768857 1.09 0.359201 0.73
614 HD_19994_b 1.32681 1.365 1.30567 0.266
615 WASP-29_b 0.242991 0.825 0.0456587 0.03
616 OGLE-TR-182_b 1.0245 1.14 0.0513517 0
617 HD_85512_b 0.0113953 0.69 0.260405 0.11
618 HD_106252_b 6.95913 1.007 2.61147 0.482
619 18_Del_b 10.2096 2.3 2.57542 0.08
620 Kepler-34_b 0.220004 1.0479 0.86856 0.182
621 HD_171028_b 1.96177 0.99 1.31019 0.59
622 WASP-1_b 0.918 1.2 0.0385203 0
623 XO-5_b 1.15251 1 0.0508651 0
624 HAT-P-3_b 0.595712 0.928 0.0388252 0
625 upsilon_And_d 4.11582 1.31 2.52452 0.267395
