184.0 HD_74156_b 3.36595116e+27 2.461144e+30 43613636000.0 0.63 33870137433.2 27476590680.0 16137045320.0 71090226680.0 0.141539583691
206.0 16_Cyg_B_b 3.11266306e+27 1.900528e+30 2.48376392e+11 0.681 1.81881912559e+11 1.69144322952e+11 79232069048.0 4.17520714952e+11 2.18897760935
208.0 HD_213240_b 8.60266602e+27 2.272284e+30 2.82039384e+11 0.421 2.55826823435e+11 1.18738580664e+11 1.63300803336e+11 4.00777964664e+11 2.42240255165
209.0 HD_12661_b 4.4428384e+27 2.258368e+30 1.253905312e+11 0.376834 1.16146842635e+11 47251415434.2 78139115765.8 1.72641946634e+11 0.720298884028
215.0 GJ_667_C_c 2.55106384e+25 6.5604e+29 18713763200.0 0.34 17598898909.8 6362679488.0 12351083712.0 25076442688.0 0.077052994073
222.0 HD_7449_b 2.4922638e+27 2.0874e+30 3.50037072e+11 0.82 2.00348450958e+11 2.8703039904e+11 63006672960.0 6.3706747104e+11 3.49446913033
226.0 HD_216437_b 4.11518666e+27 2.220596e+30 3.71839776e+11 0.319 3.52412900967e+11 1.18616888544e+11 2.53222887456e+11 4.90456664544e+11 3.7094709544
232.0 HD_220773_b 2.7516255e+27 2.30608e+30 7.39475792e+11 0.51 6.36078146379e+11 3.7713265392e+11 3.6234313808e+11 1.11660844592e+12 10.208495495
235.0 HD_137388_b 4.32394768e+26 1.70968e+30 1.32968968e+11 0.36 1.24053704946e+11 47868828480.0 85100139520.0 1.8083779648e+11 0.904026197281
236.0 HD_100777_b 2.21120796e+27 1.988e+30 1.54653488e+11 0.36 1.44284327824e+11 55675255680.0 98978232320.0 2.1032874368e+11 1.05158497753
240.0 HD_128311_b 2.7657656e+27 1.646064e+30 1.62538904e+11 0.345 1.52559451686e+11 56075921880.0 1.0646298212e+11 2.1861482588e+11 1.24516130615
241.0 HD_181433_d 1.016344836e+27 1.55064e+30 4.52103168e+11 0.48 3.96615862602e+11 2.1700952064e+11 2.3509364736e+11 6.6911268864e+11 5.95132706542
244.0 HD_5388_b 3.72974082e+27 2.40548e+30 2.63818104e+11 0.4 2.41793286256e+11 1.055272416e+11 1.582908624e+11 3.693453456e+11 2.1299480028
245.0 CoRoT-10_b 5.22967328e+27 1.76932e+30 15777264800.0 0.53 13379083339.8 8361950344.0 7415314456.0 24139215144.0 0.0363209636859
251.0 HD_204941_b 5.0655722e+26 1.47112e+30 3.82118792e+11 0.37 3.5500049158e+11 1.4138395304e+11 2.4073483896e+11 5.2350274504e+11 4.74773563708
255.0 HD_117618_b 3.35285496e+26 2.125172e+30 26157859200.0 0.42 23738887742.5 10986300864.0 15171558336.0 37144160064.0 0.0707488261177
269.0 HD_187085_b 1.525411212e+27 2.272284e+30 3.03319984e+11 0.47 2.67730362846e+11 1.4256039248e+11 1.6075959152e+11 4.4588037648e+11 2.70167569452
270.0 HD_118203_b 4.05456454e+27 2.44524e+30 10516835120.0 0.309 10002162641.8 3249702052.08 7267133067.92 13766537172.1 0.0168143404427
297.0 HD_45350_b 3.48499372e+27 2.095352e+30 2.90841848e+11 0.778 1.82725542949e+11 2.26274957744e+11 64566890256.0 5.17116805744e+11 2.64161688594
306.0 HD_20782_b 3.6062e+27 1.926372e+30 2.04364072e+11 0.97 49681910479.9 1.9823314984e+11 6130922160.0 4.0259722184e+11 1.62274293509
308.0 HD_65216_b 2.30865128e+27 1.82896e+30 2.05590792e+11 0.41 1.87516384903e+11 84292224720.0 1.2129856728e+11 2.8988301672e+11 1.68041430517
314.0 HD_16175_b 8.31221508e+27 2.56452e+30 3.169276e+11 0.6 2.5354208e+11 1.9015656e+11 1.2677104e+11 5.0708416e+11 2.71612674492
